kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Lihatlah gambar 6.8!,Lihatlah gambar t6.8!,IPA,Insertion Error
"Ada beberapa teknik menganyam, yaitu teknik anyaman datar, bentuk, dan menyimpul.","Ada beberapa teknik menganyam, yaitu teknik anyatman datar, bentuk, dan menyimpul.",IPA,Insertion Error
Bentuk benda akan berbeda tergantung pada teknik anyamannya.,Bentuk benda akan berbeda tergantung pada tekntik anyamannya.,IPA,Insertion Error
Rotan bersifat lentur dan kuat.,Rotan bersifat lentur daon kuat.,IPA,Insertion Error
"Rotan dapat dilengkungkan dan dianyam menjadi perabotan, misalnya kursi.","Rotan dapat dilengkungkan dan dianyam menjadi perabottan, misalnya kursi.",IPA,Insertion Error
Coba lihat gambar 6.9!,Coba lihat gambar o6.9!,IPA,Insertion Error
"Selain itu, rotan juga dapat dianyam menjadi berbagai barang kerajinan lain.","Selain itu, rotan juga dapat dianyam menjtadi berbagai barang kerajinan lain.",IPA,Insertion Error
Tanah liat dapat dibuat menjadi keramik.,Tanah liat dapat diobuat menjadi keramik.,IPA,Insertion Error
Keramik terbuat dari tanah liat merah dan putih.,Keramik terbuat dari tanah liat merah tdan putih.,IPA,Insertion Error
Keramik yang terbuat dari tanah liat merah disebut gerabah.,Keramik yang terbuat dari tanah liat merath disebut gerabah.,IPA,Insertion Error
Gerabah biasanya digunakan untuk peralatan dapur.,Gerabah biasanya digunakan unotuk peralatan dapur.,IPA,Insertion Error
"Contoh gerabah adalah cobek, kuali, tempayan dan kendi.","Contoh gerabah adalah cobek, kuali, tempayan tdan kendi.",IPA,Insertion Error
Coba lihat gambar 6.10!,Coba lihat gambar o6.10!,IPA,Insertion Error
Keramik yang terbuat dari tanah liat putih disebut porselen.,Keramik yang terbuat dari tanah liat putith disebut porselen.,IPA,Insertion Error
Porselen digunakan untuk membuat barang hiasan.,Porselen digunakan untuk meombuat barang hiasan.,IPA,Insertion Error
"Contohnya adalah guci, piring hias dan patung.","Contohnya adalah guci, piring hias dan patutng.",IPA,Insertion Error
Tanah liat bersifat lunak sehingga mudah dibentuk.,Tanah liat bersifat lunak sehingga mudah dibentutk.,IPA,Insertion Error
"Setelah dibentuk, tanah liat dijemur hingga keras.","Setelah dibentuk, tanah liat dijemur hingga kerats.",IPA,Insertion Error
Setelah itu dibakar pada suhu tinggi.,Setelah itu dibakar paoda suhu tinggi.,IPA,Insertion Error
"Oleh sebab itu, barang gerabah tahan terhadap panas api.","Oleh sebab itu, barang gerabah tahan terhadatp panas api.",IPA,Insertion Error
Karet dapat diolah dan dicetak menjadi berbagai benda.,Karet dapat diolah dan dicetak menjadi berbagati benda.,IPA,Insertion Error
Ada karet yang keras dan ada pula yang lentur.,Ada karet yang keras dan ada pulat yang lentur.,IPA,Insertion Error
Karet yang keras digunakan pada ban mobil dan penghapus pensil.,Karet yang keras digunakan pada ban mobitl dan penghapus pensil.,IPA,Insertion Error
Karet yang lentur digunakan untuk balon.,Karet yang lentur digunakoan untuk balon.,IPA,Insertion Error
Coba lihat gambar 6.11!,Coba lihat gambar o6.11!,IPA,Insertion Error
Logam dapat dibuat menjadi berbagai macam benda.,Logam dapat dibuat menjadi berbagai macam bendta.,IPA,Insertion Error
"Benda dari logam antara lain kaleng, sendok dan garpu.","Benda dari logam antara lain kaleng, sendtok dan garpu.",IPA,Insertion Error
Dapatkah kamu menyebutkan contoh lainnya?,Dapatkah kamu menyebutkan coontoh lainnya?,IPA,Insertion Error
Pembuatan benda logam menggunakan teknik cetak di pabrik.,Pembuatan benda logam menggunakan teknik cetak tdi pabrik.,IPA,Insertion Error
Logam dipanaskan pada suhu tinggi hingga mencair.,Logam dipanaskan pada suhu tinggi hingga menctair.,IPA,Insertion Error
Logam cair selanjutnya dicetak sesuai dengan kebutuhan.,Logam cair selanjutnya dicetak sesuai dengan kebutuhtan.,IPA,Insertion Error
Di awal kamu sudah diajak mengamati benda.,Di awal kamu sudah diajak mengamati bendta.,IPA,Insertion Error
Bahan yang menyusun benda tidak selalu sama.,Bahan yang menyusun benda tidak selalu samat.,IPA,Insertion Error
"Kita mengenal kursi kayu, kursi rotan dan kursi plastik.","Kita mengenal kursi kayu, kursi rotan tdan kursi plastik.",IPA,Insertion Error
Bahan penyusun tersebut mempengaruhi keragaman bentuk benda.,Bahan penyusun tersebut mempengaruhi keragaman bentuk bendta.,IPA,Insertion Error
Bahan penyusun juga mempengaruhi sifat benda.,Bahan penyusun juga mempengaruohi sifat benda.,IPA,Insertion Error
Kamu tentu pernah melihat tali atau benang.,Kamu tentu pernah melihat tali atau benatng.,IPA,Insertion Error
Tali atau benang sering digunakan untuk mengikat atau menarik sesuatu.,Tali atau benang sering digunakan untuk mengikatt atau menarik sesuatu.,IPA,Insertion Error
Tali dapat digunakan untuk berbagai keperluan.,Tali dapat digunakan unotuk berbagai keperluan.,IPA,Insertion Error
"Contohnya sebagai tali jemuran, tali pramuka, tali layang-layang, dan jala.","Contohnya sebagai talit jemuran, tali pramuka, tali layang-layang, dan jala.",IPA,Insertion Error
Perhatikanlah gambar 6.12!,Perhatikanlah gambar t6.12!,IPA,Insertion Error
Manakah jenis tali yang digunakan karena tahan air?,Manakah jenis tali yang digunakan karena tahatn air?,IPA,Insertion Error
Mana pula jenis tali yang digunakan tanpa mempertimbangkan ketahanan terhadap air?,Mana pula jenis tali yang digunakan tanpta mempertimbangkan ketahanan terhadap air?,IPA,Insertion Error
"Seperti halnya benang, tali dibuat dari berbagai macam bahan.","Seperti halnya benang, tali dibuat dari berbagati macam bahan.",IPA,Insertion Error
Ada tali yang dibuat dari serat tumbuhan.,Ada tali yang dibuat dari serat tumbuhatn.,IPA,Insertion Error
Ada tali yang dibuat dari bulu hewan.,Ada tali yang dibuat dari bulu hewatn.,IPA,Insertion Error
Ada pula tali yang dibuat dari bahan sintetis seperti plastik dan nilon.,Ada pula tali yang dibuat dari bahatn sintetis seperti plastik dan nilon.,IPA,Insertion Error
Setiap tali mempunyai ketahanan yang berbeda terhadap air.,Setiap tali mempunyai ketahanan yang berbeda terhadatp air.,IPA,Insertion Error
Manakah bahan tali yang tahan air dan manakah yang tidak?,Manakah bahan tali yang tahan air tdan manakah yang tidak?,IPA,Insertion Error
Lakukan kegiatan 6.2 berikut ini!,Lakukan kegiatan 6.o2 berikut ini!,IPA,Insertion Error
Amatilah bahan tali dengan cara membuka pilinan tali-tali tersebut.,Amatilah bahan tali dengan cara membuka pilitnan tali-tali tersebut.,IPA,Insertion Error
Amati ketahanan tali terhadap air dengan cara mencelupkan tali ke dalam air!,Amati ketahanan tali terhadap air dengan carat mencelupkan tali ke dalam air!,IPA,Insertion Error
"Tali apa yang terbuat dari serat tumbuhan, bulu hewan dan bahan sintetis?","Tali apa yang terbuat dari serat tumbuhatn, bulu hewan dan bahan sintetis?",IPA,Insertion Error
Jenis tali apa yang basah oleh air dan jenis tali apa yang tahan air?,Jenis tali apa yang basah oleh tair dan jenis tali apa yang tahan air?,IPA,Insertion Error
Sekarang kamu tahu ada tali yang tahan air dan ada yang tidak.,Sekarang kamu tahu ada tali yang tahatn air dan ada yang tidak.,IPA,Insertion Error
Tali yang tahan air digunakan untuk keperluan yang melibatkan air.,Tali yang tahan air digunakan untuk keperlutan yang melibatkan air.,IPA,Insertion Error
"Contohnya tali untuk jala ikan, tali pancing dan tali jemuran.","Contohnya tali untuk jala ikan, tali pancting dan tali jemuran.",IPA,Insertion Error
Tali tahan air biasanya terbuat dari plastik dan nilon.,Tali tahan air biasanya terbuat dari plasttik dan nilon.,IPA,Insertion Error
"Selain tali, kita menggunakan berbagai benda lain yang tahan air.","Selaint tali, kita menggunakan berbagai benda lain yang tahan air.",IPA,Insertion Error
Jas hujan dan payung dibuat dari plastik karena tidak tembus air.,Jas hujan dan payung dibuat dari plasttik karena tidak tembus air.,IPA,Insertion Error
Ember dan gayung dibuat dari plastik agar dapat menampung air.,Ember dan gayung dibuat dari plastik agart dapat menampung air.,IPA,Insertion Error
Carilah berbagai bahan lain yang memiliki ketahanan terhadap air!,Carilah berbagai bahan lain yang memiliki ketahantan terhadap air!,IPA,Insertion Error
Sebutkan pula kegunaannya!,Sebutkan pula kegunaannyta!,IPA,Insertion Error
Alasan lain pemilihan benda adalah kekuatannya.,Alasan lain pemilihan beonda adalah kekuatannya.,IPA,Insertion Error
Setiap bahan yang berbeda memiliki kekuatan yang berbeda pula.,Setiap bahan yangt berbeda memiliki kekuatan yang berbeda pula.,IPA,Insertion Error
Kekuatan benda sangat dipengaruhi oleh bahan penyusunnya.,Kekuatan benda sangat dipengaruhi oleh bahan penyusunnyta.,IPA,Insertion Error
Tali yang digunakan untuk parasut dan memanjat tebing harus sanggup menahan beban dan tegangan yang tinggi.,Tali yang digunakan untuk parasut dan memanjatt tebing harus sanggup menahan beban dan tegangan yang tinggi.,IPA,Insertion Error
"Tali tersebut harus ulet, tidak mudah putus dan kenyal.","Tali tersebut harus ulet, tidak mudah pututs dan kenyal.",IPA,Insertion Error
Lihat gambar 6.13!,Lihat gambar t6.13!,IPA,Insertion Error
Parasut terbuat dari serat-serat tali yang kuat dan tidak mudah putus.,Parasut terbuat dari serat-serat tali yang kuatt dan tidak mudah putus.,IPA,Insertion Error
"Lalu, bagaimana dengan benang layang-layang?","Lalu, bagaimana dengan beonang layang-layang?",IPA,Insertion Error
"Melalui kegiatan 6.2, kamu sudah mengetahui bahan beberapa tali atau benang.","Melalui kegiatan 6.2, kamu sudah mengetahuit bahan beberapa tali atau benang.",IPA,Insertion Error
Tahukah kamu bahan tali atau benang manakah yang paling kuat?,Tahukah kamu bahan tali atau benang manatkah yang paling kuat?,IPA,Insertion Error
"Untuk mengetahuinya, coba lakukan kegiatan 6.3 berikut ini!","Untuk mengetahuinya, coba lakukan kegiatan 6.t3 berikut ini!",IPA,Insertion Error
Ikatkan salah satu ujung tali pada tiang secara kuat!,Ikatkan salah satu ujung tali pada tiantg secara kuat!,IPA,Insertion Error
Ikatkan pula ujung lainnya pada neraca pegas!,Ikatkan pula ujung lainnya pada neraca pegats!,IPA,Insertion Error
Tariklah ujung tali pada neraca pegas hingga tali terputus!,Tariklah ujung tali pada neraca pegas hingtga tali terputus!,IPA,Insertion Error
Lihat gambar 6.14!,Lihat gambar t6.14!,IPA,Insertion Error
"Lalu, lihat angka yang ditunjukkan oleh neraca pegas!","Lalu, lihat angka yang ditunjukkan oleh neratca pegas!",IPA,Insertion Error
Lakukan hal yang sama pada tali atau benang lain.,Lakukan hal yang sama pada tali ataut benang lain.,IPA,Insertion Error
Amati dan catat!,Amati dan catatt!,IPA,Insertion Error
"Jika tidak ada neraca pegas, tali dapat digantung dan diberi beban.","Jika tidak ada neraca pegas, tali dapatt digantung dan diberi beban.",IPA,Insertion Error
Hal yang perlu dicatat adalah jumlah beban dan lamanya waktu hingga tali putus.,Hal yang perlu dicatat adalah jumlah bebatn dan lamanya waktu hingga tali putus.,IPA,Insertion Error
Tali manakah yang paling cepat putus?,Tali manakah yang paoling cepat putus?,IPA,Insertion Error
Tali manakah yang paling lama putus atau tidak bisa putus?,Tali manakah yang paling lama putus ataut tidak bisa putus?,IPA,Insertion Error
Apa kesimpulan dari percobaan ini?,Apa kesimpulan dari percobaoan ini?,IPA,Insertion Error
Sekarang kamu sudah tahu bahwa kekuatan tali atau benang berbeda-beda.,Sekarang kamu sudah tahu bahwa kekuatan talit atau benang berbeda-beda.,IPA,Insertion Error
"Seperti halnya tali, berbagai benda lain dengan bahan tertentu dipilih karena kekuatannya.","Seperti halnya tali, berbagai benda lain dengtan bahan tertentu dipilih karena kekuatannya.",IPA,Insertion Error
Perhatikanlah beberapa contoh berikut!,Perhatikanlah beberapa conttoh berikut!,IPA,Insertion Error
Peralatan makan anak banyak terbuat dari melamin.,Peralatan makan anak banyak terbuat dari melatmin.,IPA,Insertion Error
Bahan melamin lebih kuat dan tahan banting dibandingkan gelas.,Bahan melamin lebih kuat dan tahan bantting dibandingkan gelas.,IPA,Insertion Error
Kertas kardus lebih kuat dari kertas tulis biasa.,Kertas kardus lebih kuat dari kertas tulits biasa.,IPA,Insertion Error
"Oleh karena itu, kardus digunakan sebagai bahan pembungkus paket.","Oleh karena itu, kardus digunakan sebagai bahatn pembungkus paket.",IPA,Insertion Error
Coba lihat gambar 6.15!,Coba lihat gambar o6.15!,IPA,Insertion Error
Carilah tiga contoh benda lain yang memiliki kegunaan sama namun berbeda bahan penyusun dan kekuatannya!,Carilah tiga contoh benda lain yang memilikti kegunaan sama namun berbeda bahan penyusun dan kekuatannya!,IPA,Insertion Error
Pemilihan benda dapat dipengaruhi berdasarkan alasan kelistrikan.,Pemilihan benda dapat dipengaruhi berdasarkan alasan kelistrikatn.,IPA,Insertion Error
Ada benda yang mampu menghantar listrik.,Ada benda yang maompu menghantar listrik.,IPA,Insertion Error
Ada pula yang tidak menghantar listrik.,Ada pula yang tiodak menghantar listrik.,IPA,Insertion Error
Logam mempunyai kemampuan menghantar listrik.,Logam mempunyai kemampuan menghantaro listrik.,IPA,Insertion Error
"Oleh karena itu, logam dipilih untuk membuat benda-benda penghantar listrik.","Oleh karena itu, logam dipilih untuk membtuat benda-benda penghantar listrik.",IPA,Insertion Error
Serat tembaga untuk kabel listrik.,Serat tembaga untuk kaobel listrik.,IPA,Insertion Error
Logam besi untuk alas pada setrika.,Logam besi untuk aloas pada setrika.,IPA,Insertion Error
"Bahan yang tidak menghantar listrik antara lain plastik, kayu dan karet.","Bahan yang tidak menghantar listrik antara laint plastik, kayu dan karet.",IPA,Insertion Error
Bahan ini untuk membuat benda yang menghambat aliran listrik.,Bahan ini untuk membuat benda yang menghambatt aliran listrik.,IPA,Insertion Error
Plastik digunakan untuk pegangan setrika.,Plastik digunakan untuk pegangaon setrika.,IPA,Insertion Error
Plastik juga digunakan untuk melapisi alat-alat listrik.,Plastik juga digunakan untuk melapisi alat-alat listtrik.,IPA,Insertion Error
Karet digunakan untuk membungkus kabel listrik.,Karet digunakan untuk membungkuso kabel listrik.,IPA,Insertion Error
Memiliki kemampuan menghantar atau. tidak menghantar listrik.,Memiliki kemampuan menghantar atau. tidak menghantar listtrik.,IPA,Insertion Error
Buatlah daftar dari benda-benda tersebut serta alasan pemakaiannya!,Buatlah daftar dari benda-benda tersebut serta alastan pemakaiannya!,IPA,Insertion Error
Salin tabel 6.3 berikut dan tuliskan hasil pengamatanmu!,Salin tabel 6.3 berikut dan tuliskatn hasil pengamatanmu!,IPA,Insertion Error
"Apa kamu tahu bahan penyusun buku, penghapus, pensil dan baju seragammu?","Apa kamu tahu bahan penyusun buku, penghaptus, pensil dan baju seragammu?",IPA,Insertion Error
Tuliskan alasan penggunaan bahan untuk setiap benda tersebut!,Tuliskan alasan penggunaan bahan untuk setiap bendta tersebut!,IPA,Insertion Error
Bahan dapat dikelompokkan menjadi bahan alami dan buatan.,Bahan dapat dikelompokkan menjadi bahan alami tdan buatan.,IPA,Insertion Error
Ada benda yang tersusun dari satu jenis bahan.,Ada benda yang tersusun dari satu jenits bahan.,IPA,Insertion Error
"Namun, ada benda yang tersusun dari beberapa jenis bahan.","Namun, ada benda yang tersusun dari beberapta jenis bahan.",IPA,Insertion Error
"Benda digunakan berdasarkan sifat ketahanan terhadap air, kekuatannya, dan kemampuan menghantarkan listrik.","Benda digunakan berdasarkan sifat ketahanan terhadap tair, kekuatannya, dan kemampuan menghantarkan listrik.",IPA,Insertion Error
Togar dan joko ingin membuat layang-layang.,Togar dan joko inogin membuat layang-layang.,IPA,Insertion Error
Togar membuat layang-layang kecil.,Togar membuat layang-layantg kecil.,IPA,Insertion Error
Joko membuat layang-layang raksasa.,Joko membuat layang-layantg raksasa.,IPA,Insertion Error
Keduanya membutuhkan tali yang berbeda.,Keduanya membutuhkan tali yaong berbeda.,IPA,Insertion Error
Jenis tali apa yang sesuai untuk layang-layang mereka?,Jenis tali apa yang sesuai untuk layang-layantg mereka?,IPA,Insertion Error
Pak samin seorang nelayan.,Pak samin seortang nelayan.,IPA,Insertion Error
Jenis tali apa yang sesuai untuk membuat jala?,Jenis tali apa yang sesuai untuk membtuat jala?,IPA,Insertion Error
Setiap benda dapat mengalami perubahan.,Setiap benda dapat mengalaomi perubahan.,IPA,Insertion Error
Pernahkah kamu memegang cokelat dengan tanganmu?,Pernahkah kamu memegang cookelat dengan tanganmu?,IPA,Insertion Error
Apa yang terjadi dengan cokelat itu?,Apa yang terjadi deongan cokelat itu?,IPA,Insertion Error
"Ternyata cokelat itu meleleh, bukan?","Ternyata cokelat itu meoleleh, bukan?",IPA,Insertion Error
Dapatkah cokelat yang sudah meleleh menjadi padat kembali?,Dapatkah cokelat yang sudah meleleh menjadi padatt kembali?,IPA,Insertion Error
Kertas menjadi abu setelah dibakar.,Kertas menjadi abu seotelah dibakar.,IPA,Insertion Error
Dapatkah kertas yang telah menjadi abu berubah kembali menjadi kertas?,Dapatkah kertas yang telah menjadi abu berutbah kembali menjadi kertas?,IPA,Insertion Error
Bagaimana bila tepung kanji dicampur air kemudian dimasak?,Bagaimana bila tepung kanji dicampur air kemudiatn dimasak?,IPA,Insertion Error
Perubahan apa yang terjadi?,Perubahan apa yangt terjadi?,IPA,Insertion Error
Coba amati dan pikirkan gambar 7.1 berikut!,Coba amati dan pikirkan gambar 7.t1 berikut!,IPA,Insertion Error
Dapatkah uap air kembali menjadi air?,Dapatkah uap air keombali menjadi air?,IPA,Insertion Error
Dapatkah kertas yang terbakar kembali utuh seperti semula?,Dapatkah kertas yang terbakar kembali utuh sepetrti semula?,IPA,Insertion Error
Suatu benda dapat mengalami perubahan.,Suatu benda dapat mengalaomi perubahan.,IPA,Insertion Error
Ada yang berubah bentuknya.,Ada yang berutbah bentuknya.,IPA,Insertion Error
Ada yang berubah warnanya.,Ada yang berutbah warnanya.,IPA,Insertion Error
Ada juga yang berubah kekerasannya.,Ada juga yang beorubah kekerasannya.,IPA,Insertion Error
Faktor-faktor apa yang menyebabkan perubahan benda?,Faktor-faktor apa yang menyebabkaon perubahan benda?,IPA,Insertion Error
"Beberapa faktor tersebut adalah pemanasan, pendinginan, pembakaran, dan pencampuran.","Beberapa faktor tersebut adalah pemanasan, pendinginan, pembakarant, dan pencampuran.",IPA,Insertion Error
