kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Bentuk globalisasi di bidang ekonomi, yaitu dilakukannya perdagangan bebas antarnegara.",Bentuk globalisasi di bidang ekonomi@ yaitu dilakukannya perdagangan bebas antarnegara.,IPS,Punctuation Error
Perdagangan bebas artinya setiap negara bebas menjual barang produksinya ke negara lain.,Perdagangan bebas artinya setiap negara bebas menjual barang produksinya ke negara lain',IPS,Punctuation Error
"Peran aktif indonesia di dalam perdagangan bebas, yaitu kegiatan mengekspor.",Peran aktif indonesia di dalam perdagangan bebas@ yaitu kegiatan mengekspor.,IPS,Punctuation Error
"Barang-barang produksinya, seperti mebel, ukiran, pupuk, semen, dan lain-lain.","Barang@barang produksinya, seperti mebel, ukiran, pupuk, semen, dan lain-lain.",IPS,Punctuation Error
"Selain itu, indonesia juga mengekspor hasil tambang, seperti batu bara, minyak bumi, dan lain-lain.","Selain itu} indonesia juga mengekspor hasil tambang, seperti batu bara, minyak bumi, dan lain-lain.",IPS,Punctuation Error
"Sebagai salah satu negara penghasil minyak bumi, indonesia dan negara-negara penghasil minyak yang lain bergabung dalam perhimpunan negara-negara penghasil minyak atau opec.","Sebagai salah satu negara penghasil minyak bumi, indonesia dan negara@negara penghasil minyak yang lain bergabung dalam perhimpunan negara-negara penghasil minyak atau opec.",IPS,Punctuation Error
"Peran aktif di bidang ekonomi yang lain, yaitu indonesia menawarkan kerja sama kepada investor yang menanamkan modalnya di indonesia.",Peran aktif di bidang ekonomi yang lain@ yaitu indonesia menawarkan kerja sama kepada investor yang menanamkan modalnya di indonesia.,IPS,Punctuation Error
Dengan adanya investor yang menanamkan modalnya di indonesia diharapkan dapat memberikan tambahan modal untuk mempercepat pembangunan indonesia.,Dengan adanya investor yang menanamkan modalnya di indonesia diharapkan dapat memberikan tambahan modal untuk mempercepat pembangunan indonesia',IPS,Punctuation Error
Di era globalisasi sekarang ini banyak warga indonesia yang belajar atau melanjutkan studinya ke luar negeri.,Di era globalisasi sekarang ini banyak warga indonesia yang belajar atau melanjutkan studinya ke luar negeri',IPS,Punctuation Error
"Begitu juga sebaliknya, tidak sedikit dari warga negara asing yang belajar di indonesia.",Begitu juga sebaliknya@ tidak sedikit dari warga negara asing yang belajar di indonesia.,IPS,Punctuation Error
Contoh lain yaitu indonesia melakukan pertukaran mahasiswa dan pelajar dengan negara lain.,Contoh lain yaitu indonesia melakukan pertukaran mahasiswa dan pelajar dengan negara lain',IPS,Punctuation Error
Di bidang kebudayaan indonesia mengirimkan misi kebudayaan ke negara-negara lain.,Di bidang kebudayaan indonesia mengirimkan misi kebudayaan ke negara?negara lain.,IPS,Punctuation Error
Hal ini dilakukan dengan tujuan untuk memperkenalkan kebudayaan indonesia ke dunia internasional.,Hal ini dilakukan dengan tujuan untuk memperkenalkan kebudayaan indonesia ke dunia internasional',IPS,Punctuation Error
"Peranan nyata bangsa indonesia di era globalisasi bidang tenaga kerja, yaitu indonesia mengirimkan warga negaranya untuk bekerja di negara lain.",Peranan nyata bangsa indonesia di era globalisasi bidang tenaga kerja@ yaitu indonesia mengirimkan warga negaranya untuk bekerja di negara lain.,IPS,Punctuation Error
Misalnya pengiriman tenaga kerja indonesia (tki) ke luar negeri.,Misalnya pengiriman tenaga kerja indonesia (tki) ke luar negeri[,IPS,Punctuation Error
"Sebaliknya, tidak sedikit dari warga negara asing yang bekerja di perusahaan-perusahaan indonesia.","Sebaliknya, tidak sedikit dari warga negara asing yang bekerja di perusahaan-perusahaan indonesia@",IPS,Punctuation Error
Sebagian besar dari mereka bekerja sebagai tenaga ahli atau konsultan di beberapa perusahaan di indonesia.,Sebagian besar dari mereka bekerja sebagai tenaga ahli atau konsultan di beberapa perusahaan di indonesia',IPS,Punctuation Error
"Dengan banyaknya warga negara asing yang bekerja sebagai tenaga ahli di beberapa perusahaan indonesia diharapkan mampu memajukan perusahaan indonesia, sehingga mampu bersaing dengan perusahaan-perusahaan asing.","Dengan banyaknya warga negara asing yang bekerja sebagai tenaga ahli di beberapa perusahaan indonesia diharapkan mampu memajukan perusahaan indonesia, sehingga mampu bersaing dengan perusahaan-perusahaan asing@",IPS,Punctuation Error
Negara indonesia terkenal dengan keindahan alamnya.,Negara indonesia terkenal dengan keindahan alamnya',IPS,Punctuation Error
Banyak warga negara asing yang datang untuk menikmati keindahan alam indonesia.,Banyak warga negara asing yang datang untuk menikmati keindahan alam indonesia',IPS,Punctuation Error
"Salah satu daerah wisata di indonesia yang terkenal hingga ke luar negeri, yaitu bali.",Salah satu daerah wisata di indonesia yang terkenal hingga ke luar negeri@ yaitu bali.,IPS,Punctuation Error
Bali sangat terkenal dengan budaya dan keindahan pantainya.,Bali sangat terkenal dengan budaya dan keindahan pantainya',IPS,Punctuation Error
Banyaknya turis asing ke indonesia meningkatkan devisa negara.,Banyaknya turis asing ke indonesia meningkatkan devisa negara',IPS,Punctuation Error
Peranan aktif indonesia di era globalisasi di bidang keamanan yaitu turut berperan aktif menjaga keamanan dunia.,Peranan aktif indonesia di era globalisasi di bidang keamanan yaitu turut berperan aktif menjaga keamanan dunia',IPS,Punctuation Error
Sebagai contoh dengan mengirimkan pasukan keamanan ke negara lain yang sedang terjadi konflik.,Sebagai contoh dengan mengirimkan pasukan keamanan ke negara lain yang sedang terjadi konflik',IPS,Punctuation Error
Tujuannya untuk membantu menjaga keamanan di negara tersebut.,Tujuannya untuk membantu menjaga keamanan di negara tersebut',IPS,Punctuation Error
Tni juga sering melakukan latihan bersama dengan tentara negara lain.,Tni juga sering melakukan latihan bersama dengan tentara negara lain',IPS,Punctuation Error
Bangsa indonesia juga bekerja sama dengan negara-negara lain untuk mengatasi tindak kejahatan yang bersifat internasional.,Bangsa indonesia juga bekerja sama dengan negara?negara lain untuk mengatasi tindak kejahatan yang bersifat internasional.,IPS,Punctuation Error
"Misalnya, terorisme, perdagangan obat-obat terlarang, dan lain-lain.","Misalnya} terorisme, perdagangan obat-obat terlarang, dan lain-lain.",IPS,Punctuation Error
Di era globalisasi para pelaku kejahatan mudah sekali melarikan diri ke negara lain dan untuk menangkapnya dibutuhkan kerja sama dengan negara lain.,Di era globalisasi para pelaku kejahatan mudah sekali melarikan diri ke negara lain dan untuk menangkapnya dibutuhkan kerja sama dengan negara lain',IPS,Punctuation Error
Peran aktif indonesia dalam era globalisasi di bidang transportasi adalah dengan membuka jalur penerbangan ke negara-negara lain.,Peran aktif indonesia dalam era globalisasi di bidang transportasi adalah dengan membuka jalur penerbangan ke negara?negara lain.,IPS,Punctuation Error
"Dengan demikian, akan memudahkan warga indonesia untuk bepergian ke negara lain, begitu juga sebaliknya memudahkan warga negara asing untuk datang ke indonesia.","Dengan demikian, akan memudahkan warga indonesia untuk bepergian ke negara lain, begitu juga sebaliknya memudahkan warga negara asing untuk datang ke indonesia@",IPS,Punctuation Error
Lengkapilah tabel berikut ini.,Lengkapilah tabel berikut ini',IPS,Punctuation Error
Isilah dengan contoh peran aktif indonesia dalam era globalisasi.,Isilah dengan contoh peran aktif indonesia dalam era globalisasi',IPS,Punctuation Error
Perusahaan asing adalah perusahaan negara lain yang berada di indonesia.,Perusahaan asing adalah perusahaan negara lain yang berada di indonesia',IPS,Punctuation Error
"Di indonesia banyak berdiri perusahaan asing, seperti pt freeport dan exxon mobil.",Di indonesia banyak berdiri perusahaan asing@ seperti pt freeport dan exxon mobil.,IPS,Punctuation Error
Kondisi ini merupakan salah satu dampak dari globalisasi.,Kondisi ini merupakan salah satu dampak dari globalisasi',IPS,Punctuation Error
Negara asing atau investor asing yang menanamkan modalnya di indonesia memiliki banyak alasan.,Negara asing atau investor asing yang menanamkan modalnya di indonesia memiliki banyak alasan',IPS,Punctuation Error
"Beberapa alasan dan pertimbangan berdirinya perusahaan asing di indonesia adalah tersedianya tenaga kerja yang murah, tersedianya bahan baku, letak indonesia yang strategis, pajak dan harga tanah yang rendah.","Beberapa alasan dan pertimbangan berdirinya perusahaan asing di indonesia adalah tersedianya tenaga kerja yang murah@ tersedianya bahan baku, letak indonesia yang strategis, pajak dan harga tanah yang rendah.",IPS,Punctuation Error
Indonesia merupakan salah satu negara dengan jumlah penduduk yang besar.,Indonesia merupakan salah satu negara dengan jumlah penduduk yang besar',IPS,Punctuation Error
Jumlah penduduknya mencapai sekitar 206 juta jiwa.,Jumlah penduduknya mencapai sekitar 206 juta jiwa',IPS,Punctuation Error
"Dengan jumlah penduduk yang besar, indonesia memiliki cukup banyaktenaga kerja.",Dengan jumlah penduduk yang besar@ indonesia memiliki cukup banyaktenaga kerja.,IPS,Punctuation Error
"Upah tenaga kerja di negara lain, upah tenaga kerja di indonesia lebih rendah dibandingkan di negara lain.",Upah tenaga kerja di negara lain@ upah tenaga kerja di indonesia lebih rendah dibandingkan di negara lain.,IPS,Punctuation Error
Hal ini yang menjadi alasan negara lain mendirikan perusahaan di indonesia.,Hal ini yang menjadi alasan negara lain mendirikan perusahaan di indonesia',IPS,Punctuation Error
Tersedianya tenaga kerja yang cukup menarik minat investor asing untuk mendirikan perusahaan di indonesia.,Tersedianya tenaga kerja yang cukup menarik minat investor asing untuk mendirikan perusahaan di indonesia',IPS,Punctuation Error
Negara indonesia mempunyai sumber daya alam yang melimpah.,Negara indonesia mempunyai sumber daya alam yang melimpah',IPS,Punctuation Error
Melimpahnya sumberdaya alam di indonesia memudahkan dalam mencari bahan baku.,Melimpahnya sumberdaya alam di indonesia memudahkan dalam mencari bahan baku',IPS,Punctuation Error
Bahan baku yang melimpah menarik minat investor dari negara lain.,Bahan baku yang melimpah menarik minat investor dari negara lain',IPS,Punctuation Error
"Dengan demikian, proses produksi akan berjalan lancar.",Dengan demikian@ proses produksi akan berjalan lancar.,IPS,Punctuation Error
"Secara geografis indonesia berada di antara dua benua dan dua samudra, yaitu benua asia dan benua australia serta samudra hindia dan samudra pasifik.",Secara geografis indonesia berada di antara dua benua dan dua samudra@ yaitu benua asia dan benua australia serta samudra hindia dan samudra pasifik.,IPS,Punctuation Error
Hal ini menjadikan indonesia sebagai jalur perdagangan dunia.,Hal ini menjadikan indonesia sebagai jalur perdagangan dunia',IPS,Punctuation Error
"Keuntungan sebagai negara yang berada di jalur perdagangan dunia, yaitu indonesia lebih mudah memasarkan barang produksinya ke negara lain.",Keuntungan sebagai negara yang berada di jalur perdagangan dunia@ yaitu indonesia lebih mudah memasarkan barang produksinya ke negara lain.,IPS,Punctuation Error
"Oleh karena itu, banyak investor asing yang membangun perusahaannya di indonesia.",Oleh karena itu@ banyak investor asing yang membangun perusahaannya di indonesia.,IPS,Punctuation Error
Di indonesia masih banyak terdapat lahan kosong.,Di indonesia masih banyak terdapat lahan kosong',IPS,Punctuation Error
"Jika dibandingkan dengan pajak dan harga tanah di negara lain, pajak dan harga tanah di indonesia lebih murah.",Jika dibandingkan dengan pajak dan harga tanah di negara lain@ pajak dan harga tanah di indonesia lebih murah.,IPS,Punctuation Error
"Oleh karena itu, para investor asing tertarik untuk mendirikan perusahaan di indonesia.",Oleh karena itu@ para investor asing tertarik untuk mendirikan perusahaan di indonesia.,IPS,Punctuation Error
Carilah informasi dari media massa atau internet mengenai perusahaan asing di indonesia!,Carilah informasi dari media massa atau internet mengenai perusahaan asing di indonesia(,IPS,Punctuation Error
Sebutkan pula asal negaranya!,Sebutkan pula asal negaranya(,IPS,Punctuation Error
Tulislah ke dalam tabel seperti di bawah ini!,Tulislah ke dalam tabel seperti di bawah ini(,IPS,Punctuation Error
Kumpulkan hasilnya kepada gurumu!,Kumpulkan hasilnya kepada gurumu(,IPS,Punctuation Error
Perusahaan asing yang berdiri di indonesia memberikan dampak bagi bangsa indonesia.,Perusahaan asing yang berdiri di indonesia memberikan dampak bagi bangsa indonesia',IPS,Punctuation Error
Dampak adanya perusahaan asing di indonesia adalah sebagai berikut.,Dampak adanya perusahaan asing di indonesia adalah sebagai berikut',IPS,Punctuation Error
Dampak positif dari berdirinya perusahaan asing di indonesia adalah tersedianya lapangan pekerjaan.,Dampak positif dari berdirinya perusahaan asing di indonesia adalah tersedianya lapangan pekerjaan',IPS,Punctuation Error
"Dengan demikian, dapat mengurangi jumlah pengangguran di indonesia.",Dengan demikian@ dapat mengurangi jumlah pengangguran di indonesia.,IPS,Punctuation Error
Berdirinya sebuah perusahaan tentu akan membuka lapangan pekerjaan.,Berdirinya sebuah perusahaan tentu akan membuka lapangan pekerjaan',IPS,Punctuation Error
Oleh karena perusahaan tersebut membutuhkan karyawan.,Oleh karena perusahaan tersebut membutuhkan karyawan',IPS,Punctuation Error
"Adapun dampak negatifnya, yaitu tenaga kerja dari indonesia sebagian besar hanya menjadi karyawan biasa.",Adapun dampak negatifnya@ yaitu tenaga kerja dari indonesia sebagian besar hanya menjadi karyawan biasa.,IPS,Punctuation Error
"Selain itu, perusahaan dalam negeri tidak bisa berkembang dan bersaing.",Selain itu@ perusahaan dalam negeri tidak bisa berkembang dan bersaing.,IPS,Punctuation Error
Oleh karena tenaga ahli dari indonesia beralih ke perusahaan asing.,Oleh karena tenaga ahli dari indonesia beralih ke perusahaan asing',IPS,Punctuation Error
Biasanya perusahaan asing membayar upah yang cukup tinggi.,Biasanya perusahaan asing membayar upah yang cukup tinggi',IPS,Punctuation Error
Adanya perusahaan asing memberikan keuntungan dan kerugian di bidang ekonomi.,Adanya perusahaan asing memberikan keuntungan dan kerugian di bidang ekonomi',IPS,Punctuation Error
Keuntungannya yaitu akan meningkatkan devisa negara.,Keuntungannya yaitu akan meningkatkan devisa negara',IPS,Punctuation Error
"Selain itu, akan tercukupinya barang-barang kebutuhan masyarakat di dalam negeri.","Selain itu, akan tercukupinya barang-barang kebutuhan masyarakat di dalam negeri@",IPS,Punctuation Error
Perusahaan asing yang beroperasi di indonesia tentu akan memberikan pemasukan bagi indonesia.,Perusahaan asing yang beroperasi di indonesia tentu akan memberikan pemasukan bagi indonesia',IPS,Punctuation Error
"Misalnya, pemasukan dari segi pajak.",Misalnya@ pemasukan dari segi pajak.,IPS,Punctuation Error
Pemasukan dari perusahaan asing tersebut akan meningkatkan devisa negara.,Pemasukan dari perusahaan asing tersebut akan meningkatkan devisa negara',IPS,Punctuation Error
"Dengan adanya perusahaan asing di indonesia, kebutuhan dalam negeri yang tidak bisa diproduksi dapat tercukupi.",Dengan adanya perusahaan asing di indonesia@ kebutuhan dalam negeri yang tidak bisa diproduksi dapat tercukupi.,IPS,Punctuation Error
Di antaranya barang elektronik dan kendaraan.,Di antaranya barang elektronik dan kendaraan',IPS,Punctuation Error
Kerugiannya adalah sebagian besar hasil keuntungannya dibawa ke negara asal.,Kerugiannya adalah sebagian besar hasil keuntungannya dibawa ke negara asal',IPS,Punctuation Error
Oleh karena modalnya sebagian besar juga dari investor asing.,Oleh karena modalnya sebagian besar juga dari investor asing',IPS,Punctuation Error
Dampak positif dalam bidang teknologi yaitu masyarakat indonesia yang bekerja di perusahaan asing dapat meningkatkan keterampilan.,Dampak positif dalam bidang teknologi yaitu masyarakat indonesia yang bekerja di perusahaan asing dapat meningkatkan keterampilan',IPS,Punctuation Error
